"gene_1","gene_2","go_jaccard","kegg_jaccard","combined_functional_jaccard","shared_go_terms","shared_kegg_pathways"
"MMP8","BMX",0,,0,"",""
"MMP8","ANKRD22",0,,0,"",""
"MMP8","ADGRE4P",0,,0,"",""
"MMP8","HRH4",0,0,0,"",""
"MMP8","ALOX15",0,0,0,"",""
"MMP8","MIR3939",0,,0,"",""
"MMP8","IL5RA",0.0285714285714286,0,0.0256410256410256,"GO:0005615",""
"MMP8","LINC00189",0,,0,"",""
"MMP8","MIR548A1",0,,0,"",""
"MMP8","IDO1",0,0,0,"",""
"MMP8","CLC",0.0333333333333333,,0.0333333333333333,"GO:0062023",""
"MMP8","ZNF608",0,,0,"",""
"MMP8","TPST1",0,,0,"",""
"MMP8","CUTALP",0,,0,"",""
"MMP8","KREMEN1",0,,0,"",""
"MMP8","LOC102723549",0,,0,"",""
"PCOLCE2","CXCL10",0.0408163265306122,0,0.0327868852459016,"GO:0005576;GO:0008201",""
"PCOLCE2","SAA2",0,,0,"",""
"PCOLCE2","SLPI",0.0434782608695652,,0.0434782608695652,"GO:0005576",""
"PCOLCE2","CHI3L1",0.0303030303030303,,0.0303030303030303,"GO:0005576",""
"PCOLCE2","GSS",0,0,0,"",""
"PCOLCE2","AQP4",0.0454545454545455,0,0.0416666666666667,"GO:0005576",""
"PCOLCE2","PPP1R1C",0,,0,"",""
"PCOLCE2","IL6R",0.0227272727272727,0,0.0178571428571429,"GO:0005576",""
"PCOLCE2","CLEC4D",0,0,0,"",""
"PCOLCE2","ARG1",0.04,0,0.032258064516129,"GO:0005576",""
